VehicleNumber,Lines,Lat,Lon,Time
4261,17,52.339195,20.944405,2025-01-20 21:12:39
4263,16,52.18735,20.999233,2025-01-20 21:12:40
4265,14,52.176334,21.061546,2025-01-20 21:12:40
4266,16,52.25575,20.982037,2025-01-20 21:12:36
4267,16,52.188843,21.003117,2025-01-20 21:12:38
4271,16,52.16526,21.069643,2025-01-20 21:12:36
4272,16,52.227123,21.013403,2025-01-20 21:12:36
4273,2,52.316452,20.965582,2025-01-20 21:12:34
4278,33,52.29921,20.928137,2025-01-20 21:12:40
4279,17,52.25542,20.982141,2025-01-20 21:12:38
4281,16,52.181458,21.056185,2025-01-20 21:12:40
4282,33,52.291794,20.929935,2025-01-20 21:12:41
4284,2,52.341442,20.950481,2025-01-20 21:12:38
4285,17,52.26765,20.976305,2025-01-20 21:12:31
1276,28,52.299786,20.928368,2025-01-20 21:13:34
1284,28,52.25007,20.911207,2025-01-20 21:13:30
1290,33,52.24449,20.99144,2025-01-20 21:13:30
1300,22,52.246075,20.977293,2025-01-20 21:13:33
1306,7,52.228138,21.003849,2025-01-20 21:13:26
1310,28,52.2995,20.93354,2025-01-20 21:13:27
1314,28,52.238697,20.900925,2025-01-20 21:13:30
1318,18,52.22584,21.014069,2025-01-20 21:13:30
1330,17,52.340675,20.950163,2025-01-20 21:13:29
1336,28,52.25737,21.027653,2025-01-20 21:13:27
1346,28,52.26252,20.978195,2025-01-20 21:13:27
1356,28,52.239193,20.903162,2025-01-20 21:13:29
1360,33,52.242184,20.993383,2025-01-20 21:13:29
1362,18,52.25571,20.998453,2025-01-20 21:13:26
1364,26,52.284916,20.923084,2025-01-20 21:13:29
1366,22,52.275078,20.93866,2025-01-20 21:13:33
1368,33,52.27413,20.939987,2025-01-20 21:13:29
1372,33,52.27693,20.936308,2025-01-20 21:13:29
1380,33,52.29253,20.929573,2025-01-20 21:13:29
1381,7,52.17605,20.944542,2025-01-20 21:13:27
1390,1,52.23353,20.982063,2025-01-20 21:13:28
1392,26,52.237297,20.980629,2025-01-20 21:13:27
1420,28,52.250023,21.042616,2025-01-20 21:13:30
1428,3,52.255676,21.03388,2025-01-20 21:13:34
1434,22,52.231846,20.983154,2025-01-20 21:13:30
1438,4,52.249306,21.021994,2025-01-20 21:13:26
1444,3,52.25609,21.054255,2025-01-20 21:13:30
1466,15,52.187935,21.00004,2025-01-20 21:13:32
2008,26,52.304855,21.025002,2025-01-20 21:13:28
2010,25,52.232445,20.968628,2025-01-20 21:13:09
2014,25,52.22766,20.986782,2025-01-20 21:13:32
2016,25,52.26941,21.036718,2025-01-20 21:13:31
2022,22,52.234447,21.033583,2025-01-20 21:13:28
2028,24,52.231964,20.972118,2025-01-20 21:13:28
2030,25,52.232716,20.968555,2025-01-20 21:13:32
2032,23,52.231712,20.968885,2025-01-20 21:13:27
2034,24,52.232727,20.98244,2025-01-20 21:13:30
2038,26,52.23276,20.97282,2025-01-20 21:13:33
2040,26,52.244743,21.084904,2025-01-20 21:13:29
2044,26,52.231922,20.9717,2025-01-20 21:13:29
2050,20,52.244514,20.966017,2025-01-20 21:13:30
2054,1,52.21601,20.980839,2025-01-20 21:13:31
2056,22,52.234142,20.973206,2025-01-20 21:13:30
2062,4,52.1682,21.015999,2025-01-20 21:13:30
2066,20,52.237415,20.981089,2025-01-20 21:13:30
2068,23,52.231926,20.97171,2025-01-20 21:13:33
2070,25,52.23193,20.97201,2025-01-20 21:13:29
2078,4,52.19652,21.024164,2025-01-20 21:13:32
2084,18,52.186626,21.000072,2025-01-20 21:13:30
2090,15,52.220093,21.016174,2025-01-20 21:13:31
2092,18,52.230244,21.011497,2025-01-20 21:13:31
2096,4,52.207207,21.022295,2025-01-20 21:13:30
2100,18,52.181923,20.988924,2025-01-20 21:13:24
2122,10,52.18628,21.000261,2025-01-20 21:13:28
2130,4,52.186344,21.000044,2025-01-20 21:13:31
2134,15,52.186707,21.000183,2025-01-20 21:13:29
2138,1,52.305573,21.02444,2025-01-20 21:13:34
2140,20,52.249672,20.898504,2025-01-20 21:13:33
2144,23,52.260212,20.924833,2025-01-20 21:13:27
2148,25,52.305733,21.024282,2025-01-20 21:13:32
2154,25,52.304474,21.025307,2025-01-20 21:13:30
2158,25,52.305122,21.024754,2025-01-20 21:13:31
3002,25,52.250465,21.044437,2025-01-20 21:13:29
3003,7,52.237392,21.047918,2025-01-20 21:13:29
3006,6,52.24782,21.047611,2025-01-20 21:13:31
3011,6,52.24621,21.069284,2025-01-20 21:13:32
3014,28,52.252834,21.049957,2025-01-20 21:13:29
3016,9,52.229893,21.012058,2025-01-20 21:13:33
3017,28,52.256626,21.02856,2025-01-20 21:13:30
3019,25,52.255905,21.033667,2025-01-20 21:13:33
3022,25,52.25583,21.054873,2025-01-20 21:13:28
3023,22,52.226467,20.995745,2025-01-20 21:13:30
3026,22,52.245834,21.0752,2025-01-20 21:13:32
3028,22,52.25644,21.056368,2025-01-20 21:13:32
3030,6,52.237858,21.11849,2025-01-20 21:12:58
3103,17,52.255756,20.982061,2025-01-20 21:13:31
3106,17,52.188538,21.000414,2025-01-20 21:13:29
3107,15,52.265503,20.989622,2025-01-20 21:13:28
3108,17,52.206833,21.003828,2025-01-20 21:13:31
3110,17,52.181934,20.98888,2025-01-20 21:13:31
3112,15,52.17598,20.943754,2025-01-20 21:13:31
3113,17,52.18684,21.00059,2025-01-20 21:13:28
3116,9,52.243774,21.078829,2025-01-20 21:13:28
3118,7,52.250137,21.043808,2025-01-20 21:13:31
3119,10,52.173607,21.019829,2025-01-20 21:13:30
3121,9,52.244614,21.084925,2025-01-20 21:13:31
3122,1,52.290257,21.029299,2025-01-20 21:13:30
3123,26,52.252914,21.036707,2025-01-20 21:13:28
3125,10,52.238773,20.90047,2025-01-20 21:13:30
3128,17,52.272785,20.971844,2025-01-20 21:13:27
3130,1,52.25696,21.054844,2025-01-20 21:13:27
3134,18,52.189053,21.016415,2025-01-20 21:13:29
3135,9,52.23473,21.03511,2025-01-20 21:13:32
3136,1,52.293636,21.027018,2025-01-20 21:13:30
3139,33,52.206635,21.002714,2025-01-20 21:13:28
3140,3,52.298775,21.021585,2025-01-20 21:13:31
3141,9,52.214146,20.979225,2025-01-20 21:13:31
3148,26,52.232555,20.97135,2025-01-20 21:13:30
3151,1,52.264313,21.023024,2025-01-20 21:13:28
3152,1,52.264317,21.023027,2025-01-20 21:13:32
3154,24,52.24045,21.062662,2025-01-20 21:13:33
3156,26,52.24132,20.912695,2025-01-20 21:13:24
3159,3,52.30683,21.023163,2025-01-20 21:13:27
3160,9,52.20389,20.970243,2025-01-20 21:13:26
3161,6,52.25546,21.053717,2025-01-20 21:13:32
3163,33,52.21765,21.004997,2025-01-20 21:13:29
3164,20,52.263462,20.89977,2025-01-20 21:13:26
3165,22,52.262707,20.977654,2025-01-20 21:13:30
3171,1,52.278133,21.027773,2025-01-20 21:13:30
3172,24,52.26016,20.92491,2025-01-20 21:13:30
3173,26,52.29206,20.930052,2025-01-20 21:13:27
3174,24,52.244408,21.093218,2025-01-20 21:13:26
3175,23,52.255035,21.034433,2025-01-20 21:13:30
3176,1,52.256123,21.054604,2025-01-20 21:13:34
3178,33,52.22099,21.004877,2025-01-20 21:13:30
3180,3,52.239998,21.114012,2025-01-20 21:13:28
3181,9,52.255352,21.054356,2025-01-20 21:11:55
3183,23,52.23186,20.972506,2025-01-20 21:13:30
3184,10,52.18614,21.024626,2025-01-20 21:13:26
3185,10,52.238754,20.90096,2025-01-20 21:13:33
3186,9,52.18725,21.00057,2025-01-20 21:13:29
3187,24,52.232662,20.972359,2025-01-20 21:13:32
3189,1,52.25621,20.986525,2025-01-20 21:13:27
3190,1,52.304337,21.025558,2025-01-20 21:13:30
3194,10,52.168102,21.015963,2025-01-20 21:13:12
3195,20,52.246822,21.01526,2025-01-20 21:13:31
3196,1,52.23166,20.983372,2025-01-20 21:13:33
3198,1,52.298492,21.02191,2025-01-20 21:13:28
3199,1,52.253593,20.981392,2025-01-20 21:13:31
3200,26,52.232605,20.961176,2025-01-20 21:13:26
3202,33,52.262127,20.979717,2025-01-20 21:13:33
3203,1,52.25705,21.05578,2025-01-20 21:13:30
3206,9,52.25393,21.053717,2025-01-20 21:13:34
3209,24,52.228214,21.004034,2025-01-20 21:13:19
3210,20,52.256126,21.055977,2025-01-20 21:13:24
3211,3,52.24386,21.096294,2025-01-20 21:13:32
3212,1,52.30419,21.025116,2025-01-20 21:13:28
3213,1,52.209854,20.982052,2025-01-20 21:13:30
3214,26,52.25451,20.916664,2025-01-20 21:13:29
3215,3,52.265293,21.038315,2025-01-20 21:13:27
3216,9,52.176247,20.943958,2025-01-20 21:13:33
3220,22,52.247456,21.047106,2025-01-20 21:13:27
3222,33,52.18658,21.000587,2025-01-20 21:13:32
3223,10,52.213116,21.021242,2025-01-20 21:13:32
3224,7,52.214565,20.979572,2025-01-20 21:13:33
3226,22,52.270145,20.95064,2025-01-20 21:13:29
3229,9,52.179173,20.947115,2025-01-20 21:13:32
3231,9,52.238262,21.118885,2025-01-20 21:13:28
3233,26,52.26888,20.932663,2025-01-20 21:13:31
3236,17,52.306202,21.023996,2025-01-20 21:13:32
3237,7,52.176193,20.94416,2025-01-20 21:13:29
3242,15,52.208042,20.973963,2025-01-20 21:13:27
3243,10,52.228683,20.968832,2025-01-20 21:13:33
3245,17,52.183083,21.00229,2025-01-20 21:13:27
3246,17,52.20604,20.999512,2025-01-20 21:13:31
3247,18,52.213688,21.021439,2025-01-20 21:13:30
3248,15,52.186726,20.955067,2025-01-20 21:13:31
3249,9,52.18884,21.000477,2025-01-20 21:13:30
3250,9,52.186,20.998615,2025-01-20 21:13:28
3251,17,52.228214,21.00176,2025-01-20 21:13:28
3252,9,52.18631,21.000618,2025-01-20 21:13:30
3253,26,52.244946,21.00335,2025-01-20 21:13:32
3257,24,52.238277,21.11877,2025-01-20 21:13:28
3259,3,52.298527,21.021898,2025-01-20 21:13:28
3260,9,52.23866,21.117579,2025-01-20 21:13:28
3261,24,52.258537,20.921665,2025-01-20 21:13:33
3262,1,52.219086,20.984632,2025-01-20 21:13:28
3265,1,52.30463,21.025215,2025-01-20 21:13:27
3266,25,52.22871,20.985872,2025-01-20 21:13:29
3267,9,52.235085,21.036789,2025-01-20 21:13:28
3268,9,52.222996,20.987036,2025-01-20 21:13:30
3271,15,52.27526,20.980457,2025-01-20 21:13:29
3273,26,52.24472,21.08451,2025-01-20 21:13:31
3275,9,52.21887,20.984617,2025-01-20 21:13:33
3276,9,52.222633,20.986727,2025-01-20 21:13:30
3277,18,52.188892,21.007631,2025-01-20 21:13:28
3278,26,52.22462,20.933783,2025-01-20 21:13:29
3279,1,52.298565,21.022118,2025-01-20 21:13:30
3280,22,52.271374,20.943949,2025-01-20 21:12:53
3285,33,52.206997,21.002676,2025-01-20 21:13:24
3287,26,52.290337,20.929655,2025-01-20 21:13:30
3289,20,52.232197,20.96869,2025-01-20 21:13:30
3291,23,52.260242,21.0429,2025-01-20 21:13:27
3293,23,52.238552,20.983812,2025-01-20 21:13:30
3294,24,52.247417,20.95687,2025-01-20 21:13:30
3502,2,52.292713,20.929249,2025-01-20 21:13:17
3603,17,52.186386,21.000757,2025-01-20 21:13:36
3604,31,52.186565,21.000822,2025-01-20 21:13:33
3606,31,52.235558,21.008287,2025-01-20 21:13:31
3613,17,52.2335,20.998165,2025-01-20 21:13:31
3614,31,52.189323,21.019638,2025-01-20 21:13:30
3620,10,52.22876,21.00123,2025-01-20 21:13:33
3622,31,52.181694,20.989098,2025-01-20 21:13:34
3626,33,52.262688,20.97758,2025-01-20 21:13:34
3627,18,52.27014,21.017252,2025-01-20 21:13:34
3628,2,52.292156,20.928667,2025-01-20 21:13:31
3631,18,52.290527,21.00222,2025-01-20 21:13:31
3637,24,52.230053,21.012644,2025-01-20 21:13:35
3640,11,52.233902,20.97296,2025-01-20 21:13:35
3643,11,52.224476,20.931568,2025-01-20 21:13:30
3644,11,52.232933,20.97306,2025-01-20 21:13:33
3645,11,52.20706,21.04782,2025-01-20 21:13:33
3646,11,52.231495,20.969507,2025-01-20 21:13:30
3647,23,52.256737,20.91937,2025-01-20 21:13:31
3649,17,52.17939,20.99791,2025-01-20 21:13:36
3802,27,52.243713,20.977448,2025-01-20 21:13:35
3804,20,52.27571,21.013235,2025-01-20 21:13:32
3805,20,52.25757,21.031391,2025-01-20 21:13:35
3806,27,52.272842,20.97197,2025-01-20 21:13:32
3808,13,52.23206,20.97293,2025-01-20 21:11:56
3809,20,52.231934,20.972067,2025-01-20 21:13:18
3812,20,52.231827,20.971783,2025-01-20 21:13:34
3813,27,52.236774,20.979605,2025-01-20 21:13:34
3816,20,52.290646,21.002014,2025-01-20 21:13:34
3817,27,52.232025,20.973286,2025-01-20 21:13:35
3819,27,52.22484,20.931042,2025-01-20 21:13:36
3821,27,52.24879,20.979225,2025-01-20 21:13:33
3822,13,52.2316,20.969915,2025-01-20 21:13:30
3823,13,52.232155,20.973436,2025-01-20 21:13:32
4001,6,52.299652,20.928879,2025-01-20 21:13:34
4005,6,52.299503,20.931566,2025-01-20 21:13:18
4007,6,52.299618,20.935917,2025-01-20 21:13:25
4008,15,52.21934,20.987259,2025-01-20 21:13:30
4010,6,52.268085,20.987305,2025-01-20 21:13:29
4011,15,52.249073,20.99884,2025-01-20 21:13:32
4012,6,52.293,20.92969,2025-01-20 21:13:30
4014,6,52.271442,20.974745,2025-01-20 21:13:29
4015,28,52.267075,20.961796,2025-01-20 21:13:32
4016,6,52.258297,20.99598,2025-01-20 21:13:27
4019,23,52.24689,20.94318,2025-01-20 21:13:31
4102,4,52.185986,21.024408,2025-01-20 21:13:32
4104,17,52.181953,20.988676,2025-01-20 21:13:29
4105,4,52.278385,21.027552,2025-01-20 21:13:31
4106,4,52.31112,21.012949,2025-01-20 21:13:28
4108,17,52.27482,20.964926,2025-01-20 21:13:29
4114,17,52.327286,20.940954,2025-01-20 21:13:32
4115,4,52.237366,21.00725,2025-01-20 21:13:29
4116,4,52.26041,21.008068,2025-01-20 21:13:18
4118,4,52.30787,21.016275,2025-01-20 21:13:28
4201,14,52.197273,21.039505,2025-01-20 21:13:31
4202,16,52.20355,21.033829,2025-01-20 21:13:33
4203,2,52.292004,20.929617,2025-01-20 21:13:32
4204,2,52.32097,20.947723,2025-01-20 21:13:32
4213,11,52.21165,21.020508,2025-01-20 21:13:30
4215,16,52.204082,21.033356,2025-01-20 21:13:32
4217,16,52.211098,21.020641,2025-01-20 21:13:29
4218,16,52.188877,21.004898,2025-01-20 21:13:30
4219,14,52.157543,21.075842,2025-01-20 21:13:34
4223,16,52.22924,21.012194,2025-01-20 21:13:32
4224,14,52.18639,21.0011,2025-01-20 21:13:24
4226,16,52.157093,21.076572,2025-01-20 21:13:31
4227,16,52.192535,21.044432,2025-01-20 21:13:24
4228,14,52.219,20.996824,2025-01-20 21:13:30
4229,11,52.228596,20.967613,2025-01-20 21:13:33
4230,14,52.21894,20.983397,2025-01-20 21:13:29
4231,16,52.271027,20.943861,2025-01-20 21:13:33
4232,11,52.220604,21.004854,2025-01-20 21:13:30
4233,14,52.209885,20.982038,2025-01-20 21:13:32
4234,14,52.20034,21.023722,2025-01-20 21:13:33
4235,16,52.244377,21.001253,2025-01-20 21:13:32
4236,16,52.157253,21.076086,2025-01-20 21:13:32
4237,16,52.16098,21.071615,2025-01-20 21:13:32
4238,16,52.186684,21.00111,2025-01-20 21:13:08
4239,11,52.186573,21.000687,2025-01-20 21:13:30
4240,11,52.186527,21.000467,2025-01-20 21:13:33
4246,11,52.1891,21.017836,2025-01-20 21:13:28
4248,16,52.189,21.012444,2025-01-20 21:13:31
4249,16,52.22459,20.931297,2025-01-20 21:13:32
4253,11,52.18661,21.000492,2025-01-20 21:13:32
4254,16,52.252872,20.99052,2025-01-20 21:13:27
4255,14,52.186287,21.00078,2025-01-20 21:13:32
4256,16,52.299587,20.930885,2025-01-20 21:12:51
4258,14,52.21492,21.020763,2025-01-20 21:13:31
4259,16,52.27154,20.945658,2025-01-20 21:13:32
4261,17,52.33357,20.941801,2025-01-20 21:13:30
4263,16,52.18735,20.999233,2025-01-20 21:13:35
4265,14,52.175793,21.062021,2025-01-20 21:13:30
4266,16,52.255505,20.98214,2025-01-20 21:13:26
4267,16,52.18883,21.0017,2025-01-20 21:13:34
4271,16,52.16254,21.070694,2025-01-20 21:13:31
4272,16,52.226368,21.01388,2025-01-20 21:13:31
4273,2,52.31749,20.961899,2025-01-20 21:13:30
4278,33,52.29895,20.928545,2025-01-20 21:13:30
4279,17,52.25488,20.98236,2025-01-20 21:13:29
4281,16,52.182575,21.055004,2025-01-20 21:13:30
4282,33,52.29178,20.929953,2025-01-20 21:13:34
4284,2,52.34145,20.950489,2025-01-20 21:13:29
4285,17,52.27201,20.972975,2025-01-20 21:13:26
1276,28,52.29981,20.92834,2025-01-20 21:14:39
1284,28,52.245827,20.91171,2025-01-20 21:14:36
1290,33,52.24639,20.989813,2025-01-20 21:14:40
1300,22,52.2488,20.97925,2025-01-20 21:14:39
1306,7,52.22945,21.009989,2025-01-20 21:14:31
1310,28,52.300274,20.931782,2025-01-20 21:14:35
1314,28,52.238705,20.900879,2025-01-20 21:14:36
1318,18,52.22916,21.012127,2025-01-20 21:14:38
1330,17,52.340675,20.950163,2025-01-20 21:14:40
1336,28,52.261265,21.022781,2025-01-20 21:14:38
1346,28,52.26411,20.972534,2025-01-20 21:14:37
1356,28,52.239,20.905613,2025-01-20 21:14:35
1360,33,52.242203,20.993347,2025-01-20 21:14:40
1362,18,52.254066,20.997774,2025-01-20 21:14:26
1364,26,52.282642,20.92031,2025-01-20 21:14:38
1366,22,52.275383,20.93827,2025-01-20 21:14:38
1368,33,52.27185,20.944595,2025-01-20 21:14:35
1372,33,52.27881,20.932337,2025-01-20 21:14:35
1380,33,52.291874,20.9285,2025-01-20 21:14:40
1381,7,52.177986,20.945786,2025-01-20 21:14:35
1390,1,52.231377,20.983599,2025-01-20 21:14:38
1392,26,52.23691,20.979801,2025-01-20 21:14:35
1420,28,52.250504,21.043974,2025-01-20 21:14:36
1428,3,52.253864,21.03569,2025-01-20 21:14:39
1434,22,52.230793,20.984045,2025-01-20 21:14:41
1438,4,52.25232,21.028948,2025-01-20 21:14:38
1444,3,52.256077,21.054153,2025-01-20 21:14:35
1466,15,52.186905,21.000063,2025-01-20 21:14:37
2008,26,52.30484,21.024939,2025-01-20 21:14:37
2010,25,52.232445,20.968628,2025-01-20 21:14:11
2014,25,52.229675,20.984898,2025-01-20 21:14:37
2016,25,52.27341,21.032145,2025-01-20 21:14:37
2022,22,52.232685,21.024925,2025-01-20 21:14:37
2028,24,52.23194,20.972145,2025-01-20 21:14:40
2030,25,52.232533,20.968714,2025-01-20 21:14:37
2032,23,52.23155,20.969566,2025-01-20 21:14:33
2034,24,52.23457,20.981283,2025-01-20 21:14:37
2038,26,52.232758,20.972826,2025-01-20 21:14:41
2040,26,52.244728,21.084919,2025-01-20 21:14:35
2044,26,52.231922,20.971703,2025-01-20 21:14:35
2050,20,52.24125,20.970434,2025-01-20 21:14:35
2054,1,52.21643,20.981205,2025-01-20 21:14:32
2056,22,52.234142,20.973206,2025-01-20 21:14:35
2062,4,52.16819,21.015993,2025-01-20 21:14:36
2066,20,52.237022,20.980179,2025-01-20 21:14:36
2068,23,52.231926,20.971708,2025-01-20 21:14:40
2070,25,52.23192,20.972002,2025-01-20 21:14:35
2078,4,52.193855,21.024317,2025-01-20 21:14:39
2084,18,52.186626,21.00007,2025-01-20 21:14:36
2090,15,52.220253,21.012495,2025-01-20 21:14:34
2092,18,52.228703,21.012455,2025-01-20 21:14:36
2096,4,52.21052,21.020983,2025-01-20 21:14:36
2100,18,52.181915,20.988934,2025-01-20 21:14:24
2122,10,52.1863,21.000225,2025-01-20 21:14:39
2130,4,52.186344,21.000063,2025-01-20 21:14:33
2134,15,52.186707,21.00018,2025-01-20 21:14:40
2140,20,52.252163,20.898233,2025-01-20 21:14:38
2144,23,52.26021,20.924835,2025-01-20 21:14:34
2148,25,52.305733,21.024284,2025-01-20 21:14:38
2154,25,52.304626,21.025312,2025-01-20 21:14:41
2158,25,52.305122,21.024754,2025-01-20 21:14:38
3002,25,52.25307,21.05094,2025-01-20 21:14:35
3003,7,52.235798,21.040129,2025-01-20 21:14:30
3006,6,52.248802,21.044737,2025-01-20 21:14:36
3011,6,52.245827,21.076078,2025-01-20 21:14:38
3014,28,52.252827,21.04996,2025-01-20 21:14:35
3016,9,52.229897,21.012074,2025-01-20 21:14:39
3017,28,52.257,21.032534,2025-01-20 21:14:36
3019,25,52.254074,21.03546,2025-01-20 21:14:39
3022,25,52.25584,21.054861,2025-01-20 21:14:39
3023,22,52.225094,20.98973,2025-01-20 21:14:35
3026,22,52.24615,21.06983,2025-01-20 21:14:38
3028,22,52.256252,21.056314,2025-01-20 21:14:38
3103,17,52.258705,20.981169,2025-01-20 21:14:38
3106,17,52.18769,21.000689,2025-01-20 21:14:36
3107,15,52.26305,20.991812,2025-01-20 21:14:33
3108,17,52.207478,21.007576,2025-01-20 21:14:36
3110,17,52.181923,20.988853,2025-01-20 21:14:36
3112,15,52.175987,20.94376,2025-01-20 21:14:41
3113,17,52.18684,21.000591,2025-01-20 21:14:39
3116,9,52.24236,21.071844,2025-01-20 21:14:34
3118,7,52.253017,21.050705,2025-01-20 21:14:39
3119,10,52.172672,21.019476,2025-01-20 21:14:36
3121,9,52.244583,21.08495,2025-01-20 21:14:36
3122,1,52.286137,21.032095,2025-01-20 21:14:35
3123,26,52.254528,21.035023,2025-01-20 21:14:39
3125,10,52.238773,20.900953,2025-01-20 21:14:41
3128,17,52.27278,20.971846,2025-01-20 21:14:32
3130,1,52.25708,21.055767,2025-01-20 21:14:35
3134,18,52.18922,21.018867,2025-01-20 21:14:37
3135,9,52.235836,21.040564,2025-01-20 21:14:38
3136,1,52.29816,21.023586,2025-01-20 21:14:36
3139,33,52.206654,21.002724,2025-01-20 21:14:35
3140,3,52.298756,21.021599,2025-01-20 21:14:37
3141,9,52.2152,20.980186,2025-01-20 21:14:37
3148,26,52.23255,20.971346,2025-01-20 21:14:37
3151,1,52.263416,21.019598,2025-01-20 21:14:34
3152,1,52.266903,21.030882,2025-01-20 21:14:38
3154,24,52.24011,21.061031,2025-01-20 21:14:36
3156,26,52.239548,20.913038,2025-01-20 21:14:34
3159,3,52.307068,21.023846,2025-01-20 21:14:34
3160,9,52.20001,20.966799,2025-01-20 21:14:31
3161,6,52.25598,21.05299,2025-01-20 21:14:39
3163,33,52.21471,21.005728,2025-01-20 21:14:40
3164,20,52.26163,20.898052,2025-01-20 21:14:37
3165,22,52.26424,20.972137,2025-01-20 21:14:35
3171,1,52.280605,21.026049,2025-01-20 21:14:35
3172,24,52.26016,20.924908,2025-01-20 21:14:34
3173,26,52.2921,20.93008,2025-01-20 21:14:39
3174,24,52.243683,21.096634,2025-01-20 21:14:31
3175,23,52.253784,21.032389,2025-01-20 21:14:37
3176,1,52.2561,21.0546,2025-01-20 21:14:40
3178,33,52.224632,21.003832,2025-01-20 21:14:37
3180,3,52.23803,21.118984,2025-01-20 21:14:34
3183,23,52.23187,20.972496,2025-01-20 21:14:36
3184,10,52.189465,21.02461,2025-01-20 21:14:31
3185,10,52.239227,20.902435,2025-01-20 21:14:39
3186,9,52.187244,21.00057,2025-01-20 21:14:36
3187,24,52.232666,20.972424,2025-01-20 21:14:37
3189,1,52.257328,20.992104,2025-01-20 21:14:33
3190,1,52.304337,21.025553,2025-01-20 21:14:36
3194,10,52.1681,21.015959,2025-01-20 21:14:12
3195,20,52.24639,21.009546,2025-01-20 21:14:37
3196,1,52.23335,20.982183,2025-01-20 21:14:39
3198,1,52.298492,21.021912,2025-01-20 21:14:34
3199,1,52.248905,20.97922,2025-01-20 21:14:37
3200,26,52.231953,20.95915,2025-01-20 21:14:32
3202,33,52.262764,20.977499,2025-01-20 21:14:39
3203,1,52.2567,21.05616,2025-01-20 21:14:36
3206,9,52.256073,21.052788,2025-01-20 21:14:36
3209,24,52.229717,21.011106,2025-01-20 21:14:34
3210,20,52.256134,21.05598,2025-01-20 21:14:29
3211,3,52.24478,21.091276,2025-01-20 21:14:37
3212,1,52.304188,21.025116,2025-01-20 21:14:36
3213,1,52.20979,20.982,2025-01-20 21:14:41
3214,26,52.258114,20.92113,2025-01-20 21:14:37
3215,3,52.268757,21.037815,2025-01-20 21:14:32
3216,9,52.17612,20.943802,2025-01-20 21:14:34
3220,22,52.247547,21.048601,2025-01-20 21:14:35
3222,33,52.18658,21.00059,2025-01-20 21:14:34
3223,10,52.212025,21.020563,2025-01-20 21:14:37
3224,7,52.211365,20.976734,2025-01-20 21:14:36
3226,22,52.268864,20.955307,2025-01-20 21:14:37
3229,9,52.179188,20.947176,2025-01-20 21:14:38
3231,9,52.238243,21.118898,2025-01-20 21:14:36
3233,26,52.265644,20.930384,2025-01-20 21:14:33
3236,17,52.3062,21.023993,2025-01-20 21:14:38
3237,7,52.175953,20.943895,2025-01-20 21:14:39
3242,15,52.210022,20.975636,2025-01-20 21:14:32
3243,10,52.22915,20.975843,2025-01-20 21:14:39
3245,17,52.18551,21.002111,2025-01-20 21:14:38
3246,17,52.20189,21.000332,2025-01-20 21:14:37
3247,18,52.21232,21.020763,2025-01-20 21:14:36
3248,15,52.186024,20.954393,2025-01-20 21:14:37
3249,9,52.188576,21.000298,2025-01-20 21:14:38
3250,9,52.186,20.998613,2025-01-20 21:14:38
3251,17,52.2282,21.00176,2025-01-20 21:14:34
3252,9,52.18631,21.00062,2025-01-20 21:14:41
3253,26,52.2468,21.014765,2025-01-20 21:14:37
3257,24,52.238274,21.118773,2025-01-20 21:14:39
3259,3,52.29851,21.021904,2025-01-20 21:14:39
3260,9,52.240032,21.11402,2025-01-20 21:14:39
3261,24,52.26001,20.924702,2025-01-20 21:14:34
3262,1,52.219086,20.984634,2025-01-20 21:14:34
3265,1,52.304626,21.025215,2025-01-20 21:14:36
3266,25,52.22996,20.984842,2025-01-20 21:14:37
3267,9,52.234455,21.033726,2025-01-20 21:14:38
3268,9,52.221943,20.986076,2025-01-20 21:14:36
3271,15,52.275253,20.980465,2025-01-20 21:14:35
3273,26,52.24472,21.084513,2025-01-20 21:14:37
3275,9,52.21903,20.98477,2025-01-20 21:14:39
3276,9,52.224533,20.988567,2025-01-20 21:14:36
3277,18,52.188854,21.005644,2025-01-20 21:14:34
3278,26,52.22623,20.940643,2025-01-20 21:14:39
3279,1,52.29857,21.022116,2025-01-20 21:14:35
3280,22,52.271393,20.943956,2025-01-20 21:14:33
3285,33,52.206993,21.002687,2025-01-20 21:14:35
3287,26,52.291836,20.929865,2025-01-20 21:14:37
3289,20,52.23172,20.968796,2025-01-20 21:14:36
3291,23,52.26024,21.0429,2025-01-20 21:14:38
3293,23,52.239597,20.986645,2025-01-20 21:14:35
3294,24,52.246346,20.962446,2025-01-20 21:14:37
3502,2,52.29182,20.928513,2025-01-20 21:13:57
3603,17,52.186394,21.000793,2025-01-20 21:14:39
3604,31,52.18308,21.002241,2025-01-20 21:14:39
3606,31,52.233765,21.009329,2025-01-20 21:14:40
3613,17,52.236538,20.996906,2025-01-20 21:14:41
3614,31,52.1893,21.019632,2025-01-20 21:14:35
3620,10,52.232388,20.998857,2025-01-20 21:14:43
3622,31,52.181683,20.989086,2025-01-20 21:14:43
3626,33,52.26158,20.980343,2025-01-20 21:14:37
3627,18,52.27389,21.014402,2025-01-20 21:14:38
3628,2,52.291924,20.930168,2025-01-20 21:14:40
3631,18,52.290512,21.002205,2025-01-20 21:14:40
3637,24,52.230038,21.012663,2025-01-20 21:14:38
3640,11,52.23397,20.972982,2025-01-20 21:14:39
3643,11,52.224464,20.931587,2025-01-20 21:14:40
